81374.0 129283.0 
123847.0 77243.0 
123847.0 77243.0 
81374.0 129283.0 
95302.0 91577.0 
94481.0 101538.0 
81933.0 112062.0 
110624.0 78358.0 
85503.0 106439.0 
90718.0 102171.0 
95787.0 89632.0 
103899.0 81567.0 
100534.0 85562.0 
109338.0 78802.0 
98192.0 86906.0 
105674.0 81453.0 
92854.0 101942.0 
96141.0 88137.0 
90629.0 104211.0 
82333.0 109983.0 
83896.0 108827.0 
101429.0 84532.0 
84866.0 107908.0 
100534.0 85562.0 
109070.0 80329.0 
92854.0 101942.0 
103072.0 82663.0 
98192.0 86906.0 
97536.0 87527.0 
97381.0 87890.0 
84056.0 108041.0 
88671.0 105746.0 
101429.0 84532.0 
103072.0 82663.0 
94481.0 101538.0 
89380.0 105060.0 
82180.0 110871.0 
83896.0 108827.0 
82333.0 109983.0 
109153.0 80091.0 
88671.0 105746.0 
89380.0 105060.0 
87798.0 106188.0 
82180.0 110871.0 
123606.0 77535.0 
89992.0 104387.0 
84866.0 107908.0 
89874.0 104525.0 
96141.0 88137.0 
89874.0 104525.0 
123606.0 77535.0 
87798.0 106188.0 
109070.0 80329.0 
97381.0 87890.0 
109153.0 80091.0 
109117.0 80267.0 
90718.0 102171.0 
84056.0 108041.0 
89992.0 104387.0 
90629.0 104211.0 
81374.0 129283.0 
100534.0 85562.0 
94481.0 101538.0 
82333.0 109983.0 
88671.0 105746.0 
84866.0 107908.0 
89380.0 105060.0 
96141.0 88137.0 
89874.0 104525.0 
123606.0 77535.0 
97381.0 87890.0 
90718.0 102171.0 
81374.0 129283.0 
82333.0 109983.0 
109117.0 80267.0 
81933.0 112062.0 
82180.0 110871.0 
82333.0 109983.0 
83896.0 108827.0 
81438.0 119951.0 
124985.0 76799.0 
81374.0 129283.0 
82180.0 110871.0 
95302.0 91577.0 
100534.0 85562.0 
123847.0 77243.0 
87526.0 106289.0 
90718.0 102171.0 
83896.0 108827.0 
94481.0 101538.0 
113018.0 77578.0 
102177.0 83693.0 
105984.0 80407.0 
100534.0 85562.0 
100534.0 85562.0 
97381.0 87890.0 
81612.0 122422.0 
81612.0 122422.0 
123033.0 77816.0 
123033.0 77816.0 
