84258.0 105803.0 
110630.0 82258.0 
84258.0 105803.0 
110630.0 82258.0 
86618.0 96626.0 
88624.0 95437.0 
90765.0 92656.0 
93190.0 88203.0 
96539.0 86409.0 
93190.0 88203.0 
96539.0 86409.0 
84258.0 105803.0 
96539.0 86409.0 
93190.0 88203.0 
96539.0 86409.0 
93190.0 88203.0 
96539.0 86409.0 
96539.0 86409.0 
101157.0 83340.0 
96539.0 86409.0 
93190.0 88203.0 
93190.0 88203.0 
105717.0 83183.0 
84258.0 105803.0 
91305.0 92571.0 
93190.0 88203.0 
93190.0 88203.0 
91306.0 91194.0 
96663.0 84252.0 
88240.0 95811.0 
96539.0 86409.0 
94046.0 86705.0 
101157.0 83340.0 
93190.0 88203.0 
96539.0 86409.0 
96539.0 86409.0 
96663.0 84252.0 
96539.0 86409.0 
110630.0 82258.0 
91306.0 91194.0 
91306.0 91194.0 
96539.0 86409.0 
101157.0 83340.0 
105717.0 83183.0 
96539.0 86409.0 
93190.0 88203.0 
93190.0 88203.0 
84762.0 98685.0 
96539.0 86409.0 
101157.0 83340.0 
91784.0 88560.0 
96539.0 86409.0 
96539.0 86409.0 
96539.0 86409.0 
91306.0 91194.0 
91784.0 88560.0 
96539.0 86409.0 
110103.0 82925.0 
93190.0 88203.0 
96539.0 86409.0 
89298.0 94214.0 
84282.0 104766.0 
96539.0 86409.0 
96539.0 86409.0 
93190.0 88203.0 
89959.0 93776.0 
96539.0 86409.0 
90580.0 93269.0 
93190.0 88203.0 
96539.0 86409.0 
110630.0 82258.0 
93190.0 88203.0 
94046.0 86705.0 
87028.0 96096.0 
85988.0 97821.0 
93296.0 86975.0 
108919.0 83325.0 
84995.0 106249.0 
98390.0 84487.0 
85165.0 100355.0 
97334.0 84567.0 
93976.0 87705.0 
91972.0 91910.0 
92078.0 89444.0 
90669.0 93631.0 
88341.0 95872.0 
89584.0 94306.0 
98390.0 84487.0 
87342.0 97711.0 
92445.0 88744.0 
86063.0 98455.0 
93282.0 88541.0 
87504.0 96840.0 
86063.0 98455.0 
86367.0 97856.0 
93308.0 87810.0 
87962.0 96107.0 
93392.0 87766.0 
87782.0 96544.0 
86205.0 97936.0 
